time,hr_burner_combustion
697,3084256.45851
697.5,3084427.203583
698,3084597.553565
698.5,3084767.509361
699,3084937.071878
699.5,3085106.242018
700,3085275.020683
700.5,3085443.408771
701,3085611.407179
701.5,3085779.016803
702,3085946.238534
702.5,3086113.073263
703,3086279.521879
703.5,3086445.585268
704,3086611.264315
704.5,3086776.559902
705,3086941.472909
705.5,3087106.004215
706,3087270.154696
706.5,3087433.925225
707,3087597.316676
707.5,3087760.329919
708,3087922.965821
708.5,3088085.225248
709,3088247.109065
709.5,3088408.618134
710,3088569.753315
710.5,3088730.515465
711,3088890.905442
711.5,3089050.924099
712,3089210.572288
712.5,3089369.85086
713,3089528.760662
713.5,3089687.302541
714,3089845.477341
714.5,3090003.285904
715,3090160.729071
715.5,3090317.80768
716,3090474.522568
716.5,3090630.874568
717,3090786.864514
717.5,3090942.493236
718,3091097.761562
718.5,3091252.67032
719,3091407.220335
719.5,3091561.412429
720,3091715.247423
720.5,3091868.726137
721,3092021.849387
721.5,3092174.617989
722,3092327.032756
722.5,3092479.094501
723,3092630.804032
723.5,3092782.162157
724,3092933.169682
724.5,3093083.827412
725,3093234.136148
725.5,3093384.096691
726,3093533.709838
726.5,3093682.976388
727,3093831.897134
727.5,3093980.472869
728,3094128.704384
728.5,3094276.592469
729,3094424.137911
729.5,3094571.341495
730,3094718.204006
730.5,3094864.726224
731,3095010.908931
731.5,3095156.752904
732,3095302.258921
732.5,3095447.427754
733,3095592.260179
733.5,3095736.756965
734,3095880.918881
734.5,3096024.746697
735,3096168.241176
735.5,3096311.403083
736,3096454.233181
736.5,3096596.732229
737,3096738.900986
737.5,3096880.74021
738,3097022.250655
738.5,3097163.433074
739,3097304.28822
739.5,3097444.816842
740,3097585.019689
740.5,3097724.897506
741,3097864.451038
741.5,3098003.681029
742,3098142.588219
742.5,3098281.173348
743,3098419.437154
743.5,3098557.380373
744,3098695.00374
744.5,3098832.307986
745,3098969.293843
745.5,3099105.96204
746,3099242.313305
746.5,3099378.348364
747,3099514.067941
747.5,3099649.472758
748,3099784.563536
748.5,3099919.340994
749,3100053.805851
749.5,3100187.958821
750,3100321.800619
750.5,3100455.331957
751,3100588.553547
751.5,3100721.466098
752,3100854.070316
752.5,3100986.366909
753,3101118.35658
753.5,3101250.040032
754,3101381.417966
754.5,3101512.491081
755,3101643.260076
755.5,3101773.725646
756,3101903.888487
756.5,3102033.74929
757,3102163.308747
757.5,3102292.567549
758,3102421.526383
758.5,3102550.185935
759,3102678.546891
759.5,3102806.609935
760,3102934.375747
760.5,3103061.845008
761,3103189.018396
761.5,3103315.89659
762,3103442.480263
762.5,3103568.770091
763,3103694.766745
763.5,3103820.470896
764,3103945.883214
764.5,3104071.004366
765,3104195.835018
765.5,3104320.375835
766,3104444.62748
766.5,3104568.590614
767,3104692.265898
767.5,3104815.65399
768,3104938.755546
768.5,3105061.571223
769,3105184.101674
769.5,3105306.347551
770,3105428.309506
770.5,3105549.988187
771,3105671.384242
771.5,3105792.498319
772,3105913.331061
772.5,3106033.883113
773,3106154.155115
773.5,3106274.147708
774,3106393.861532
774.5,3106513.297223
775,3106632.455418
775.5,3106751.336751
776,3106869.941855
776.5,3106988.271361
777,3107106.325899
777.5,3107224.106099
778,3107341.612587
778.5,3107458.845989
779,3107575.80693
779.5,3107692.496031
780,3107808.913915
780.5,3107925.0612
781,3108040.938507
781.5,3108156.546451
782,3108271.885649
782.5,3108386.99847
783,3108501.910131
783.5,3108616.62364
784,3108731.139519
784.5,3108845.457595
785,3108959.577512
785.5,3109073.498867
786,3109187.221261
786.5,3109300.744301
787,3109414.067611
787.5,3109527.190825
788,3109640.113595
788.5,3109752.835582
789,3109865.356465
789.5,3109977.675934
790,3110089.793692
790.5,3110201.709456
791,3110313.422954
791.5,3110424.933928
792,3110536.242131
792.5,3110647.34733
793,3110758.2493
793.5,3110868.947831
794,3110979.442722
794.5,3111089.733786
795,3111199.820844
795.5,3111309.703729
796,3111419.382285
796.5,3111528.856364
797,3111638.125832
797.5,3111747.190562
798,3111856.050437
798.5,3111964.705351
799,3112073.155207
799.5,3112181.399916
800,3112289.4394
800.5,3112397.273587
801,3112504.902418
801.5,3112612.325838
802,3112719.543804
802.5,3112826.55628
803,3112933.363237
803.5,3113039.964655
804,3113146.360523
804.5,3113252.550474
805,3113358.532975
805.5,3113464.30907
806,3113569.879302
806.5,3113675.243848
807,3113780.402782
807.5,3113885.356154
808,3113990.104013
808.5,3114094.646412
809,3114198.983409
809.5,3114303.115068
810,3114407.041459
810.5,3114510.762658
811,3114614.278749
811.5,3114717.589818
812,3114820.695959
812.5,3114923.597273
813,3115026.293862
813.5,3115128.785839
814,3115231.073316
814.5,3115333.156416
815,3115435.035263
815.5,3115536.709988
816,3115638.180726
816.5,3115739.447616
817,3115840.510804
817.5,3115941.370437
818,3116042.02667
818.5,3116142.47966
819,3116242.72957
819.5,3116342.776564
820,3116442.620814
820.5,3116542.262494
821,3116641.701782
821.5,3116740.93886
822,3116839.973913
822.5,3116938.807131
823,3117037.438706
823.5,3117135.868835
824,3117234.097719
824.5,3117332.125559
825,3117429.952563
825.5,3117527.578941
826,3117625.004904
826.5,3117722.230669
827,3117819.256456
827.5,3117916.082485
828,3118012.708981
828.5,3118109.136172
829,3118205.364289
829.5,3118301.393563
830,3118397.224232
830.5,3118492.856532
831,3118588.290705
831.5,3118683.526994
832,3118778.565643
832.5,3118873.406902
833,3118968.051019
833.5,3119062.498248
834,3119156.748843
834.5,3119250.803061
835,3119344.66116
835.5,3119438.323401
836,3119531.790047
836.5,3119625.061363
837,3119718.137614
837.5,3119811.01907
838,3119903.706001
838.5,3119996.198678
839,3120088.497376
839.5,3120180.602369
840,3120272.513935
840.5,3120364.232352
841,3120455.7579
841.5,3120547.090861
842,3120638.231518
842.5,3120729.180155
843,3120819.937058
843.5,3120910.502514
844,3121000.876812
844.5,3121091.060242
845,3121181.053094
845.5,3121270.855661
846,3121360.468237
846.5,3121449.891116
847,3121539.124593
847.5,3121628.168966
848,3121717.024533
848.5,3121805.691591
849,3121894.170442
849.5,3121982.461385
850,3122070.564724
850.5,3122158.480759
851,3122246.209796
851.5,3122333.752137
852,3122421.108089
852.5,3122508.277958
853,3122595.26205
853.5,3122682.060673
854,3122768.674135
854.5,3122855.102745
855,3122941.346812
855.5,3123027.406648
856,3123113.282562
856.5,3123198.974867
857,3123284.483875
857.5,3123369.809898
858,3123454.953249
858.5,3123539.914242
859,3123624.693192
859.5,3123709.290413
860,3123793.70622
860.5,3123877.940929
861,3123961.994856
861.5,3124045.868318
862,3124129.56163
862.5,3124213.075111
863,3124296.409078
863.5,3124379.563849
864,3124462.539742
864.5,3124545.337076
865,3124627.956169
865.5,3124710.39734
866,3124792.660909
866.5,3124874.747195
867,3124956.656518
867.5,3125038.389197
868,3125119.945554
868.5,3125201.325908
869,3125282.53058
869.5,3125363.559891
870,3125444.41416
870.5,3125525.09371
871,3125605.598861
871.5,3125685.929934
872,3125766.08725
872.5,3125846.071131
873,3125925.881898
873.5,3126005.519872
874,3126084.985375
874.5,3126164.278728
875,3126243.400253
875.5,3126322.35027
876,3126401.129101
876.5,3126479.737069
877,3126558.174493
877.5,3126636.441696
878,3126714.538999
878.5,3126792.466722
879,3126870.225188
879.5,3126947.814717
880,3127025.235629
880.5,3127102.488247
881,3127179.572891
881.5,3127256.489881
882,3127333.239538
882.5,3127409.822182
883,3127486.238135
883.5,3127562.487714
884,3127638.571242
884.5,3127714.489037
885,3127790.24142
885.5,3127865.828709
886,3127941.251224
886.5,3128016.509283
887,3128091.603207
887.5,3128166.533313
888,3128241.29992
888.5,3128315.903346
889,3128390.34391
889.5,3128464.621928
890,3128538.737719
890.5,3128612.691599
891,3128686.483887
891.5,3128760.114897
892,3128833.584948
892.5,3128906.894355
893,3128980.043435
893.5,3129053.032502
894,3129125.861872
894.5,3129198.531861
895,3129271.042783
895.5,3129343.394953
896,3129415.588685
896.5,3129487.624292
897,3129559.502089
897.5,3129631.222388
898,3129702.785503
898.5,3129774.191746
899,3129845.44143
899.5,3129916.534866
900,3129987.472365
900.5,3130058.25424
901,3130128.880801
901.5,3130199.352358
902,3130269.669222
902.5,3130339.831702
903,3130409.840108
903.5,3130479.69475
904,3130549.395935
904.5,3130618.943972
905,3130688.339169
905.5,3130757.581833
906,3130826.672272
906.5,3130895.610793
907,3130964.397701
907.5,3131033.033304
908,3131101.517905
908.5,3131169.851812
909,3131238.035327
909.5,3131306.068757
910,3131373.952404
910.5,3131441.686572
911,3131509.271565
911.5,3131576.707685
912,3131643.995235
912.5,3131711.134516
913,3131778.125829
913.5,3131844.969477
914,3131911.665758
914.5,3131978.214975
915,3132044.617425
915.5,3132110.873409
916,3132176.983226
916.5,3132242.947173
917,3132308.76555
917.5,3132374.438652
918,3132439.966778
918.5,3132505.350224
919,3132570.589286
919.5,3132635.684259
920,3132700.63544
920.5,3132765.443123
921,3132830.107603
921.5,3132894.629172
922,3132959.008126
922.5,3133023.244756
923,3133087.339355
923.5,3133151.292215
924,3133215.103628
924.5,3133278.773885
925,3133342.303277
925.5,3133405.692093
926,3133468.940624
926.5,3133532.049159
927,3133595.017986
927.5,3133657.847393
928,3133720.53767
928.5,3133783.089102
929,3133845.501977
929.5,3133907.776581
930,3133969.9132
930.5,3134031.912119
931,3134093.773624
931.5,3134155.497999
932,3134217.085527
932.5,3134278.536493
933,3134339.851179
933.5,3134401.029868
934,3134462.072842
934.5,3134522.980383
935,3134583.75277
935.5,3134644.390286
936,3134704.89321
936.5,3134765.261821
937,3134825.4964
937.5,3134885.597224
938,3134945.564571
938.5,3135005.398719
939,3135065.099946
939.5,3135124.668528
940,3135184.10474
940.5,3135243.40886
941,3135302.581161
941.5,3135361.621919
942,3135420.531408
942.5,3135479.309901
943,3135537.957671
943.5,3135596.474992
944,3135654.862136
944.5,3135713.119373
945,3135771.246976
945.5,3135829.245215
946,3135887.11436
946.5,3135944.854682
947,3136002.466448
947.5,3136059.949928
948,3136117.305391
948.5,3136174.533103
949,3136231.633332
949.5,3136288.606345
950,3136345.452408
950.5,3136402.171786
951,3136458.764746
951.5,3136515.231551
952,3136571.572466
952.5,3136627.787755
953,3136683.877681
953.5,3136739.842506
954,3136795.682493
954.5,3136851.397904
955,3136906.988999
955.5,3136962.45604
956,3137017.799287
956.5,3137073.019
957,3137128.115437
957.5,3137183.088858
958,3137237.93952
958.5,3137292.667683
959,3137347.273602
959.5,3137401.757535
960,3137456.119737
960.5,3137510.360466
961,3137564.479975
961.5,3137618.478521
962,3137672.356356
962.5,3137726.113735
963,3137779.750911
963.5,3137833.268137
964,3137886.665666
964.5,3137939.943748
965,3137993.102636
965.5,3138046.14258
966,3138099.063831
966.5,3138151.866638
967,3138204.551251
967.5,3138257.117919
968,3138309.566889
968.5,3138361.89841
969,3138414.11273
969.5,3138466.210095
970,3138518.190751
970.5,3138570.054945
971,3138621.802922
971.5,3138673.434926
972,3138724.951203
972.5,3138776.351996
973,3138827.637549
973.5,3138878.808105
974,3138929.863906
974.5,3138980.805193
975,3139031.63221
975.5,3139082.345197
976,3139132.944393
976.5,3139183.430041
977,3139233.802378
977.5,3139284.061644
978,3139334.208078
978.5,3139384.241918
979,3139434.163401
979.5,3139483.972765
980,3139533.670246
980.5,3139583.256081
981,3139632.730506
981.5,3139682.093754
982,3139731.346063
982.5,3139780.487664
983,3139829.518794
983.5,3139878.439684
984,3139927.250567
984.5,3139975.951677
985,3140024.543245
985.5,3140073.025502
986,3140121.398679
986.5,3140169.663008
987,3140217.818717
987.5,3140265.866037
988,3140313.805196
988.5,3140361.636423
989,3140409.359946
989.5,3140456.975994
990,3140504.484792
990.5,3140551.886568
991,3140599.181548
991.5,3140646.369958
992,3140693.452024
992.5,3140740.427969
993,3140787.298018
993.5,3140834.062396
994,3140880.721326
994.5,3140927.27503
995,3140973.723732
995.5,3141020.067653
996,3141066.307015
996.5,3141112.442039
997,3141158.472946
997.5,3141204.399956
998,3141250.223288
998.5,3141295.943163
999,3141341.559799
999.5,3141387.073414
1000,3141432.484226
1000.5,3141477.792453
1001,3141522.998312
1001.5,3141568.102019
1002,3141613.10379
1002.5,3141658.003842
1003,3141702.802389
1003.5,3141747.499646
1004,3141792.095827
1004.5,3141836.591147
1005,3141880.985818
1005.5,3141925.280054
1006,3141969.474067
1006.5,3142013.568069
1007,3142057.562272
1007.5,3142101.456886
1008,3142145.252124
1008.5,3142188.948194
1009,3142232.545307
1009.5,3142276.043673
1010,3142319.443499
1010.5,3142362.744995
1011,3142405.948369
1011.5,3142449.053828
1012,3142492.06158
1012.5,3142534.971831
1013,3142577.784787
1013.5,3142620.500655
1014,3142663.11964
1014.5,3142705.641946
1015,3142748.067779
1015.5,3142790.397343
1016,3142832.63084
1016.5,3142874.768476
1017,3142916.810451
1017.5,3142958.756969
1018,3143000.608232
1018.5,3143042.364442
1019,3143084.025798
1019.5,3143125.592503
1020,3143167.064755
1020.5,3143208.442756
1021,3143249.726705
1021.5,3143290.916799
1022,3143332.013239
1022.5,3143373.016222
1023,3143413.925945
1023.5,3143454.742607
1024,3143495.466404
1024.5,3143536.097532
1025,3143576.636187
1025.5,3143617.082565
1026,3143657.436862
1026.5,3143697.699271
1027,3143737.869987
1027.5,3143777.949205
1028,3143817.937117
1028.5,3143857.833917
1029,3143897.639797
1029.5,3143937.35495
1030,3143976.979567
1030.5,3144016.513841
1031,3144055.957961
1031.5,3144095.312119
1032,3144134.576504
1032.5,3144173.751307
1033,3144212.836717
1033.5,3144251.832922
1034,3144290.740113
1034.5,3144329.558475
1035,3144368.288198
1035.5,3144406.929469
1036,3144445.482475
1036.5,3144483.947401
1037,3144522.324435
1037.5,3144560.613762
1038,3144598.815568
1038.5,3144636.930036
1039,3144674.957353
1039.5,3144712.897701
1040,3144750.751265
1040.5,3144788.518229
1041,3144826.198774
1041.5,3144863.793084
1042,3144901.301341
1042.5,3144938.723726
1043,3144976.06042
1043.5,3145013.311606
1044,3145050.477463
1044.5,3145087.558172
1045,3145124.553912
1045.5,3145161.464863
1046,3145198.291203
1046.5,3145235.033112
1047,3145271.690768
1047.5,3145308.264348
1048,3145344.75403
1048.5,3145381.159991
1049,3145417.482408
1049.5,3145453.721457
1050,3145489.877314
1050.5,3145525.950154
1051,3145561.940154
1051.5,3145597.847486
1052,3145633.672327
1052.5,3145669.414849
1053,3145705.075228
1053.5,3145740.653635
1054,3145776.150243
1054.5,3145811.565226
1055,3145846.898755
1055.5,3145882.151003
1056,3145917.32214
1056.5,3145952.412337
1057,3145987.421766
1057.5,3146022.350596
1058,3146057.198998
1058.5,3146091.96714
1059,3146126.655193
1059.5,3146161.263324
1060,3146195.791702
1060.5,3146230.240496
1061,3146264.609873
1061.5,3146298.9
1062,3146333.111045
1062.5,3146367.243173
1063,3146401.296551
1063.5,3146435.271345
1064,3146469.167721
1064.5,3146502.985843
1065,3146536.725876
1065.5,3146570.387986
1066,3146603.972335
1066.5,3146637.479087
1067,3146670.908407
1067.5,3146704.260456
1068,3146737.535397
1068.5,3146770.733394
1069,3146803.854606
1069.5,3146836.899197
1070,3146869.867328
1070.5,3146902.759158
1071,3146935.57485
1071.5,3146968.314562
1072,3147000.978455
1072.5,3147033.566688
1073,3147066.07942
1073.5,3147098.51681
1074,3147130.879016
1074.5,3147163.166196
1075,3147195.378509
1075.5,3147227.516111
1076,3147259.57916
1076.5,3147291.567811
1077,3147323.482222
1077.5,3147355.322548
1078,3147387.088946
1078.5,3147418.781569
1079,3147450.400574
1079.5,3147481.946115
1080,3147513.418346
1080.5,3147544.81742
1081,3147576.143493
1081.5,3147607.396716
1082,3147638.577244
1082.5,3147669.685227
1083,3147700.720819
1083.5,3147731.684172
1084,3147762.575437
1084.5,3147793.394765
1085,3147824.142308
1085.5,3147854.818215
1086,3147885.422637
1086.5,3147915.955725
1087,3147946.417627
1087.5,3147976.808493
1088,3148007.128471
1088.5,3148037.377711
1089,3148067.556361
1089.5,3148097.664568
1090,3148127.702651
1090.5,3148157.671228
1091,3148187.570952
1091.5,3148217.402474
1092,3148247.166431
1092.5,3148276.863444
1093,3148306.494115
1093.5,3148336.059031
1094,3148365.558759
1094.5,3148394.993852
1095,3148424.364846
1095.5,3148453.672264
1096,3148482.916609
1096.5,3148512.098375
1097,3148541.218038
1097.5,3148570.276063
1098,3148599.272899
1098.5,3148628.208984
1099,3148657.084744
1099.5,3148685.900591
1100,3148714.656927
1100.5,3148743.354141
1101,3148771.992612
1101.5,3148800.572709
1102,3148829.094789
1102.5,3148857.559201
1103,3148885.96628
1103.5,3148914.316357
1104,3148942.609751
1104.5,3148970.846771
1105,3148999.02772
1105.5,3149027.15289
1106,3149055.222568
1106.5,3149083.23703
1107,3149111.196546
1107.5,3149139.101378
1108,3149166.951783
1108.5,3149194.748007
1109,3149222.490292
1109.5,3149250.178874
1110,3149277.813981
1110.5,3149305.395836
1111,3149332.924654
1111.5,3149360.400648
1112,3149387.824022
1112.5,3149415.194977
1113,3149442.513706
1113.5,3149469.7804
1114,3149496.995243
1114.5,3149524.158416
1115,3149551.270093
1115.5,3149578.330446
1116,3149605.33964
1116.5,3149632.297839
1117,3149659.205201
1117.5,3149686.061881
1118,3149712.868028
1118.5,3149739.62379
1119,3149766.329311
1119.5,3149792.984731
1120,3149819.590185
1120.5,3149846.145809
1121,3149872.651731
1121.5,3149899.10808
1122,3149925.514979
1122.5,3149951.872551
1123,3149978.180914
1123.5,3150004.440185
1124,3150030.650478
1124.5,3150056.811903
1125,3150082.924569
1125.5,3150108.988584
1126,3150135.00396
1126.5,3150160.970165
1127,3150186.887626
1127.5,3150212.75668
1128,3150238.577496
1128.5,3150264.350191
1129,3150290.074866
1129.5,3150315.751612
1130,3150341.38052
